,mission_id,idpu_type,idpu_time,numerator,denominator,data,10hz_mode
170,2,1,2020-09-24 00:38:52.019705,31.0,27137,b118e10adedebc968000000000ab6a0100,FgmFrequencyEnum.TEN_HERTZ
171,2,1,2020-09-24 00:38:52.119705,31.0,27137,b878010d3e3eb8574000000000ac6a0100,FgmFrequencyEnum.TEN_HERTZ
172,2,1,2020-09-24 00:38:52.219705,31.0,27137,c1868112ed3eb3e88000000000ad6a0100,FgmFrequencyEnum.TEN_HERTZ
173,2,1,2020-09-24 00:38:52.619705,32.0,27137,fd8038361ac0b7076f00000000ae6a0100,FgmFrequencyEnum.TEN_HERTZ
174,2,1,2020-09-24 00:38:52.719705,32.0,27137,075f7840aa80c0e7cf00000000af6a0100,FgmFrequencyEnum.TEN_HERTZ
175,2,1,2020-09-24 00:38:52.819705,32.0,27137,26ebd8530960b6d8ef00000000b06a0100,FgmFrequencyEnum.TEN_HERTZ
176,2,1,2020-09-24 00:38:53.619690,33.0,27137,24bcbf6007b30d4e8000000000b16a0100,FgmFrequencyEnum.TEN_HERTZ
177,2,1,2020-09-24 00:38:53.719690,33.0,27137,21acbf61cbf304af4000000000b26a0100,FgmFrequencyEnum.TEN_HERTZ
178,2,1,2020-09-24 00:38:54.619705,34.0,27137,adb859086f01d693eb00000000b36a0100,FgmFrequencyEnum.TEN_HERTZ
179,2,1,2020-09-24 00:38:54.719705,34.0,27137,af681909ae61c7054b00000000b46a0100,FgmFrequencyEnum.TEN_HERTZ
180,2,1,2020-09-24 00:38:54.819705,34.0,27137,b038f90b6e41bdf60b00000000b56a0100,FgmFrequencyEnum.TEN_HERTZ
181,2,1,2020-09-24 00:38:54.919705,34.0,27137,bb57190fad61b5378b00000000b66a0100,FgmFrequencyEnum.TEN_HERTZ
182,2,1,2020-09-24 00:38:55.019705,34.0,27137,c23659145ce1b04acb00000000b76a0100,FgmFrequencyEnum.TEN_HERTZ
183,2,1,2020-09-24 00:38:55.119705,34.0,27137,d6b3b91e5c21a9622b00000000b86a0100,FgmFrequencyEnum.TEN_HERTZ
184,2,1,2020-09-24 00:38:55.219705,34.0,27137,f290d92a8aa19fb50b00000000b96a0100,FgmFrequencyEnum.TEN_HERTZ
185,2,1,2020-09-24 00:38:55.319705,34.0,27137,f7605932fa81a1a02b00000000ba6a0100,FgmFrequencyEnum.TEN_HERTZ
186,2,1,2020-09-24 00:38:55.419705,34.0,27137,febfb937aac1aafa8b00000000bb6a0100,FgmFrequencyEnum.TEN_HERTZ
187,2,1,2020-09-24 00:38:55.519705,34.0,27137,026f593bb9e1ba482b00000000bc6a0100,FgmFrequencyEnum.TEN_HERTZ
188,2,1,2020-09-24 00:38:55.619705,35.0,27137,123e6348c9c5bcd7d400000000bd6a0100,FgmFrequencyEnum.TEN_HERTZ
189,2,1,2020-09-24 00:38:56.619705,36.0,27137,070f35486bf42c0b9b00000000be6a0100,FgmFrequencyEnum.TEN_HERTZ
190,2,1,2020-09-24 00:38:56.719705,36.0,27137,fd705539ba142d5abb00000000bf6a0100,FgmFrequencyEnum.TEN_HERTZ
191,2,1,2020-09-24 00:38:57.619705,37.0,27137,aeb8c40a9e38c2655700000000c06a0100,FgmFrequencyEnum.TEN_HERTZ
192,2,1,2020-09-24 00:38:57.719705,37.0,27137,b368640bae58bbb71700000000c16a0100,FgmFrequencyEnum.TEN_HERTZ
193,2,1,2020-09-24 00:38:57.819705,37.0,27137,b578e40c3e38bce6f700000000c26a0100,FgmFrequencyEnum.TEN_HERTZ
